Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,HOLLANDE,SARKOZY
30,40,26828,4106,22722,1274,21448,8626,12822
30,41,21488,3829,17659,1246,16413,7912,8501
30,42,10306,2157,8149,423,7726,3797,3929
30,43,10090,1978,8112,509,7603,3538,4065
30,44,9367,2505,6862,282,6580,4299,2281
30,45,17827,2914,14913,924,13989,5533,8456
30,46,17843,2977,14866,1059,13807,6189,7618
31,1,4709,665,4044,256,3788,2457,1331
31,2,3448,583,2865,199,2666,1734,932
31,3,14727,2277,12450,824,11626,6589,5037
31,4,5356,898,4458,282,4176,2312,1864
31,5,5562,966,4596,285,4311,2693,1618
31,6,4089,551,3538,243,3295,1995,1300
31,7,3808,490,3318,262,3056,1722,1334
31,8,5509,607,4902,294,4608,2732,1876
31,9,12413,1832,10581,669,9912,5674,4238
31,10,30048,3599,26449,1386,25063,14550,10513
31,11,9330,1579,7751,569,7182,4291,2891
31,12,4448,610,3838,278,3560,2073,1487
31,13,4687,632,4055,267,3788,2246,1542
31,14,30264,4217,26047,1663,24384,13069,11315
31,15,23372,3289,20083,1254,18829,10306,8523
31,16,3811,549,3262,260,3002,1784,1218
31,17,7329,789,6540,360,6180,3370,2810
31,18,34458,5033,29425,1640,27785,16303,11482
31,19,13663,1734,11929,693,11236,5935,5301
31,20,3470,483,2987,202,2785,1732,1053
31,21,19540,2305,17235,957,16278,9970,6308
31,22,6572,1174,5398,427,4971,3058,1913
31,23,35594,5736,29858,1957,27901,15403,12498
31,24,5525,760,4765,290,4475,2666,1809
31,25,10291,1544,8747,582,8165,4483,3682
31,26,7159,1048,6111,455,5656,3154,2502
31,27,4042,613,3429,237,3192,1917,1275
31,28,3548,599,2949,181,2768,1751,1017
31,29,16478,3097,13381,897,12484,7061,5423
31,30,21610,3174,18436,1229,17207,9952,7255
31,31,3033,448,2585,210,2375,1513,862
31,32,7146,1267,5879,459,5420,3352,2068
31,33,17309,3800,13509,483,13026,7404,5622
31,34,16272,3506,12766,435,12331,6751,5580
31,35,24541,5502,19039,821,18218,12385,5833
31,36,20786,4590,16196,684,15512,9974,5538
31,37,5501,631,4870,317,4553,2417,2136
31,38,10075,1245,8830,532,8298,5074,3224
31,39,7205,1208,5997,425,5572,2951,2621
31,40,15243,3577,11666,368,11298,6965,4333
31,41,13171,3148,10023,415,9608,6349,3259
31,42,18811,4488,14323,666,13657,8714,4943
31,43,37846,5592,32254,1453,30801,15883,14918
31,44,29321,5834,23487,1085,22402,13219,9183
31,45,18182,4450,13732,573,13159,8948,4211
31,46,16190,4381,11809,537,11272,7684,3588
31,47,24268,5913,18355,849,17506,11576,5930
31,48,29999,5696,24303,1375,22928,14531,8397
31,49,38147,6772,31375,1798,29577,16955,12622
31,50,45790,7803,37987,2010,35977,20495,15482
31,51,25500,3950,21550,1185,20365,12103,8262
31,52,29137,4240,24897,1502,23395,13599,9796
31,53,37111,5654,31457,1575,29882,16976,12906
32,1,2199,273,1926,140,1786,1010,776
32,2,5480,823,4657,280,4377,2668,1709
32,3,7377,1133,6244,340,5904,3627,2277
32,4,3745,558,3187,234,2953,1597,1356
32,5,2701,342,2359,182,2177,1224,953
32,6,7733,1096,6637,434,6203,3216,2987
32,7,4738,716,4022,241,3781,1852,1929
32,8,8139,1247,6892,426,6466,3642,2824
32,9,5607,845,4762,313,4449,2412,2037
32,10,10136,1525,8611,600,8011,4407,3604
32,11,2914,305,2609,165,2444,1447,997
32,12,4859,692,4167,221,3946,2074,1872
32,13,4446,530,3916,291,3625,2000,1625
32,14,2698,370,2328,191,2137,1384,753
32,15,3559,461,3098,241,2857,1651,1206
32,16,3500,448,3052,193,2859,1559,1300
32,17,3779,558,3221,222,2999,1834,1165
32,18,1631,187,1444,108,1336,647,689
32,19,5996,797,5199,346,4853,2789,2064
32,20,2341,312,2029,141,1888,1004,884
32,21,3901,489,3412,231,3181,1642,1539
32,22,6397,904,5493,343,5150,2972,2178
32,23,3308,482,2826,171,2655,1652,1003
32,24,5478,660,4818,324,4494,2551,1943
32,25,2189,214,1975,111,1864,982,882
32,26,3909,442,3467,202,3265,1864,1401
32,27,2462,320,2142,158,1984,1152,832
32,28,3647,467,3180,204,2976,1667,1309
32,29,4704,549,4155,263,3892,1995,1897
32,30,7213,1080,6133,403,5730,3488,2242
32,31,6989,1078,5911,325,5586,3597,1989
33,1,10332,1809,8523,354,8169,2639,5530
33,2,48201,7412,40789,2369,38420,18703,19717
33,3,4319,485,3834,287,3547,2025,1522
33,4,6981,903,6078,350,5728,3309,2419
33,5,11939,1707,10232,699,9533,5308,4225
33,6,39679,5930,33749,1942,31807,18846,12961
33,7,10560,1829,8731,641,8090,4482,3608
33,8,15388,3361,12027,576,11451,7691,3760
33,9,15791,3201,12590,529,12061,6711,5350
33,10,21616,4072,17544,636,16908,8412,8496
33,11,18717,3867,14850,642,14208,8632,5576
33,12,13133,2641,10492,369,10123,6637,3486
33,13,14880,3289,11591,478,11113,7877,3236
33,14,8733,1714,7019,318,6701,4608,2093
33,15,9735,1526,8209,649,7560,4330,3230
33,16,10785,1507,9278,628,8650,4806,3844
33,17,9361,1256,8105,559,7546,4459,3087
33,18,1661,210,1451,91,1360,839,521
33,19,27639,4835,22804,1398,21406,12634,8772
33,20,24951,3823,21128,1444,19684,10939,8745
33,21,7418,1275,6143,445,5698,2592,3106
33,22,16716,3080,13636,932,12704,7226,5478
33,23,32836,4389,28447,1618,26829,15005,11824
33,24,11535,1609,9926,648,9278,4965,4313
33,25,2323,277,2046,166,1880,1021,859
33,26,11578,1997,9581,731,8850,4843,4007
33,27,28614,3914,24700,1426,23274,13671,9603
33,28,12953,1868,11085,754,10331,6202,4129
33,29,13420,2537,10883,686,10197,4930,5267
33,30,28525,5175,23350,1481,21869,11722,10147
33,31,5795,836,4959,309,4650,2179,2471
33,32,3374,492,2882,195,2687,1481,1206
33,33,8510,1739,6771,497,6274,3190,3084
33,34,2025,349,1676,118,1558,748,810
33,35,19260,3592,15668,736,14932,9657,5275
33,36,13844,2086,11758,788,10970,6467,4503
33,37,5780,853,4927,345,4582,2328,2254
33,38,9588,1718,7870,578,7292,3986,3306
33,39,15319,2458,12861,922,11939,7112,4827
33,40,9294,1635,7659,619,7040,3606,3434
33,41,8653,1442,7211,527,6684,3380,3304
33,42,7634,1167,6467,432,6035,3267,2768
33,43,6837,1047,5790,367,5423,3281,2142
33,44,14901,2575,12326,938,11388,6213,5175
33,45,3614,563,3051,224,2827,1743,1084
33,46,8231,1338,6893,466,6427,3129,3298
33,47,5045,747,4298,307,3991,2121,1870
33,48,5192,749,4443,302,4141,2272,1869
33,49,39303,6331,32972,1816,31156,13880,17276
33,50,3673,474,3199,198,3001,1823,1178
33,51,24398,4352,20046,1047,18999,11445,7554
33,52,17005,3381,13624,719,12905,9327,3578
33,53,28046,4520,23526,984,22542,9532,13010
33,54,26760,4306,22454,1106,21348,10768,10580
33,55,23556,4503,19053,1116,17937,11521,6416
33,56,21880,3576,18304,893,17411,11138,6273
33,57,20437,3390,17047,978,16069,10270,5799
33,58,16706,3634,13072,735,12337,7925,4412
33,59,33383,4225,29158,1629,27529,16730,10799
33,60,18707,3868,14839,816,14023,9673,4350
33,61,30769,4892,25877,1325,24552,14136,10416
33,62,19987,3290,16697,807,15890,9601,6289
33,63,39975,5035,34940,1954,32986,18641,14345
34,1,35346,6599,28747,1845,26902,11424,15478
34,2,7363,1202,6161,421,5740,3151,2589
34,3,7580,1625,5955,389,5566,3519,2047
34,4,12109,2936,9173,498,8675,3955,4720
34,5,24349,4247,20102,1275,18827,8357,10470
34,6,14566,2446,12120,860,11260,5613,5647
34,7,35455,4817,30638,1784,28854,14106,14748
34,8,1107,128,979,53,926,513,413
34,9,3367,444,2923,158,2765,1613,1152
34,10,15922,2844,13078,839,12239,6859,5380
34,11,7144,1172,5972,400,5572,2692,2880
34,12,36573,6545,30028,2112,27916,13638,14278
34,13,8182,1365,6817,508,6309,3368,2941
34,14,19290,3104,16186,1091,15095,8344,6751
34,15,9660,1817,7843,529,7314,4071,3243
34,16,3375,536,2839,183,2656,1588,1068
34,17,33673,5788,27885,1893,25992,12473,13519
34,18,25610,3276,22334,1228,21106,10908,10198
34,19,28853,4532,24321,1421,22900,9359,13541
34,20,24672,4644,20028,1376,18652,8776,9876
34,21,8522,1413,7109,425,6684,3594,3090
34,22,13584,3159,10425,306,10119,6641,3478
34,23,16122,2798,13324,619,12705,7506,5199
34,24,17169,3452,13717,528,13189,7874,5315
34,25,9089,1393,7696,569,7127,3494,3633
34,26,3628,583,3045,221,2824,1797,1027
34,27,4227,757,3470,264,3206,1828,1378
34,28,11814,1805,10009,593,9416,4721,4695
34,29,6875,1138,5737,416,5321,2752,2569
34,30,6131,887,5244,369,4875,2678,2197
34,31,6321,982,5339,387,4952,2898,2054
34,32,4254,578,3676,222,3454,1869,1585
34,33,3188,580,2608,184,2424,1489,935
34,34,1433,216,1217,99,1118,562,556
34,35,10510,1568,8942,578,8364,4003,4361
34,36,15213,2734,12479,656,11823,5386,6437
34,37,15926,2699,13227,833,12394,6441,5953
34,38,22455,4113,18342,1291,17051,8037,9014
34,39,27212,4994,22218,1422,20796,9792,11004
34,40,18862,3832,15030,719,14311,8632,5679
34,41,10554,2303,8251,459,7792,4632,3160
34,42,13012,2684,10328,581,9747,5677,4070
34,43,14148,3209,10939,468,10471,6771,3700
34,44,23781,4208,19573,1013,18560,10031,8529
34,45,13397,3487,9910,467,9443,6923,2520
34,46,27226,5141,22085,1111,20974,11829,9145
34,47,19415,3459,15956,843,15113,7179,7934
34,48,25265,4221,21044,1284,19760,7751,12009
34,49,23280,3636,19644,1261,18383,9308,9075
35,1,6744,959,5785,341,5444,2749,2695
35,2,10414,1445,8969,580,8389,3303,5086
35,3,14788,2189,12599,791,11808,6331,5477
35,4,8096,1052,7044,376,6668,3773,2895
35,5,13354,2192,11162,592,10570,4843,5727
35,6,10104,1424,8680,477,8203,4086,4117
35,7,19336,2493,16843,821,16022,8981,7041
35,8,10027,1417,8610,541,8069,4181,3888
35,9,10599,1499,9100,512,8588,4642,3946
35,10,20579,3153,17426,874,16552,7716,8836
35,11,10649,1699,8950,529,8421,4329,4092
35,12,16762,3007,13755,827,12928,6228,6700
35,13,14287,2358,11929,707,11222,5505,5717
35,14,3698,557,3141,154,2987,1430,1557
35,15,8681,1415,7266,406,6860,2460,4400
35,16,20065,2808,17257,1003,16254,9900,6354
35,17,10216,1237,8979,510,8469,4962,3507
35,18,11610,1545,10065,591,9474,4850,4624
35,19,18594,2255,16339,826,15513,9454,6059
35,20,6485,1018,5467,373,5094,1911,3183
35,21,6073,895,5178,299,4879,2481,2398
35,22,8032,1154,6878,377,6501,3505,2996
35,23,20588,2591,17997,980,17017,10028,6989
35,24,21135,2807,18328,921,17407,10418,6989
35,25,10217,1578,8639,497,8142,4241,3901
35,26,6144,842,5302,321,4981,2516,2465
35,27,11914,1578,10336,600,9736,5258,4478
35,28,13522,2573,10949,573,10376,6097,4279
35,29,10762,1918,8844,279,8565,5028,3537
35,30,12969,2372,10597,363,10234,6760,3474
35,31,18064,2921,15143,675,14468,8731,5737
35,32,13990,2498,11492,403,11089,7411,3678
35,33,9433,1472,7961,464,7497,3308,4189
35,34,18346,2465,15881,871,15010,8949,6061
35,35,7688,1011,6677,429,6248,3158,3090
35,36,8827,1125,7702,467,7235,3668,3567
35,37,21841,4740,17101,802,16299,8089,8210
35,38,7683,1174,6509,407,6102,2956,3146
35,39,18794,3777,15017,790,14227,7620,6607
35,40,4748,581,4167,239,3928,2260,1668
35,41,8319,996,7323,388,6935,4087,2848
35,42,16993,2898,14095,889,13206,5571,7635
35,43,10794,1492,9302,638,8664,3957,4707
35,44,10316,2053,8263,307,7956,4973,2983
35,45,9892,1800,8092,300,7792,5162,2630
35,46,25824,4161,21663,989,20674,13857,6817
35,47,31735,4487,27248,1369,25879,15274,10605
35,48,9788,1835,7953,314,7639,5293,2346
35,49,20018,3650,16368,702,15666,10285,5381
35,50,11003,2547,8456,347,8109,5994,2115
35,51,8708,1922,6786,301,6485,4315,2170
35,52,20534,2569,17965,794,17171,9973,7198
35,53,17312,2316,14996,616,14380,8048,6332
36,1,4958,910,4048,345,3703,2037,1666
36,2,13148,1817,11331,865,10466,5769,4697
36,3,9814,1588,8226,530,7696,4663,3033
36,4,2717,454,2263,150,2113,1104,1009
36,5,8505,1576,6929,469,6460,3421,3039
36,6,9210,1551,7659,603,7056,3738,3318
36,7,12588,2789,9799,551,9248,5002,4246
36,8,4783,715,4068,259,3809,1901,1908
36,9,10367,1653,8714,706,8008,4231,3777
36,10,2929,411,2518,172,2346,1117,1229
36,11,3604,493,3111,224,2887,1770,1117
36,12,9479,1693,7786,562,7224,4396,2828
36,13,8706,1640,7066,512,6554,3893,2661
36,14,5817,920,4897,444,4453,2244,2209
36,15,2846,403,2443,180,2263,1217,1046
36,16,4795,798,3997,319,3678,2052,1626
36,17,4209,738,3471,230,3241,1902,1339
36,18,5121,863,4258,326,3932,2007,1925
36,19,3533,576,2957,201,2756,1593,1163
36,20,2761,555,2206,192,2014,1157,857
36,21,3731,612,3119,229,2890,1413,1477
36,22,6508,1081,5427,465,4962,2525,2437
36,23,3546,588,2958,221,2737,1439,1298
36,24,12256,2618,9638,703,8935,5187,3748
36,25,10888,2119,8769,657,8112,4666,3446
36,26,6953,1909,5044,328,4716,3172,1544
37,1,18116,3181,14935,978,13957,6889,7068
37,2,10658,1554,9104,576,8528,4254,4274
37,3,17735,2741,14994,954,14040,6718,7322
37,4,9064,1572,7492,443,7049,3358,3691
37,5,7585,1262,6323,423,5900,2594,3306
37,6,11599,1914,9685,653,9032,4373,4659
37,7,15069,2652,12417,762,11655,6535,5120
37,8,3223,465,2758,168,2590,1163,1427
37,9,6674,1006,5668,386,5282,2676,2606
37,10,5925,882,5043,349,4694,2144,2550
37,11,8833,1297,7536,531,7005,3589,3416
37,12,5833,762,5071,332,4739,2409,2330
37,13,14657,2505,12152,761,11391,5572,5819
37,14,17952,2634,15318,909,14409,7183,7226
37,15,4314,628,3686,241,3445,1643,1802
37,16,10245,1563,8682,499,8183,3855,4328
37,17,4647,717,3930,245,3685,1534,2151
37,18,4098,515,3583,216,3367,1752,1615
37,19,6398,961,5437,339,5098,2367,2731
37,20,8690,1358,7332,468,6864,3235,3629
37,21,11681,2293,9388,345,9043,4610,4433
37,22,11797,2249,9548,488,9060,4767,4293
37,23,9620,2027,7593,346,7247,4033,3214
37,24,20548,3004,17544,1043,16501,7593,8908
37,25,11000,2539,8461,356,8105,4965,3140
37,26,11299,2449,8850,451,8399,5286,3113
37,27,10120,2330,7790,424,7366,4202,3164
37,28,12188,2302,9886,501,9385,5087,4298
37,29,12482,1889,10593,417,10176,4418,5758
37,30,10599,2442,8157,441,7716,5659,2057
37,31,17190,2951,14239,823,13416,6932,6484
37,32,11571,1685,9886,462,9424,4582,4842
37,33,10805,2233,8572,533,8039,4530,3509
37,34,15533,2533,13000,721,12279,6017,6262
37,35,12083,2468,9615,543,9072,5179,3893
37,36,16766,2550,14216,765,13451,6259,7192
37,37,16338,2483,13855,780,13075,7331,5744
38,1,5778,1015,4763,272,4491,2616,1875
38,2,10757,1988,8769,640,8129,3925,4204
38,3,9284,2019,7265,393,6872,3057,3815
38,4,17250,3189,14061,806,13255,6041,7214
38,5,1792,224,1568,103,1465,755,710
38,6,1927,252,1675,109,1566,793,773
38,7,10707,1762,8945,603,8342,3761,4581
38,8,22278,3573,18705,1112,17593,7321,10272
38,9,21314,3467,17847,995,16852,9468,7384
38,10,16437,2822,13615,799,12816,7196,5620
38,11,11029,1664,9365,611,8754,4218,4536
38,12,17623,3821,13802,562,13240,8670,4570
38,13,14147,2838,11309,374,10935,6368,4567
38,14,13475,2843,10632,444,10188,6812,3376
38,15,15061,2564,12497,807,11690,4661,7029
38,16,2777,397,2380,127,2253,1291,962
38,18,3764,479,3285,156,3129,1622,1507
38,19,20005,3836,16169,1112,15057,6380,8677
38,20,10786,1968,8818,615,8203,4845,3358
38,21,16168,2949,13219,908,12311,5497,6814
38,22,4885,795,4090,289,3801,1937,1864
38,23,22705,3908,18797,1037,17760,9447,8313
38,24,33899,6918,26981,1809,25172,13111,12061
38,25,4999,764,4235,313,3922,1913,2009
38,26,9180,1604,7576,511,7065,3365,3700
38,27,7140,1134,6006,411,5595,2560,3035
38,28,11913,1942,9971,739,9232,3803,5429
38,29,8629,1476,7153,506,6647,3261,3386
38,30,16597,2748,13849,927,12922,6097,6825
38,32,18392,3408,14984,805,14179,8152,6027
38,33,20771,3721,17050,1166,15884,7168,8716
38,34,19199,2503,16696,810,15886,8949,6937
38,35,9261,1681,7580,561,7019,3753,3266
38,36,1882,297,1585,95,1490,854,636
38,37,12406,2096,10310,607,9703,4497,5206
38,38,24384,4486,19898,1189,18709,9607,9102
38,39,22204,3363,18841,1084,17757,8021,9736
38,40,26444,4637,21807,1111,20696,10660,10036
38,41,9716,1340,8376,383,7993,4110,3883
38,42,6752,1211,5541,406,5135,2484,2651
38,43,8347,1260,7087,466,6621,3068,3553
38,44,22414,3896,18518,1050,17468,9332,8136
38,45,33046,5915,27131,1653,25478,13298,12180
38,46,16274,3726,12548,657,11891,5103,6788
38,47,8330,1653,6677,297,6380,4276,2104
38,48,11342,2247,9095,289,8806,5326,3480
38,49,16633,3308,13325,505,12820,8504,4316
38,50,21874,3283,18591,760,17831,8379,9452
38,51,19012,3578,15434,778,14656,8516,6140
38,52,11353,2304,9049,441,8608,5749,2859
38,53,18560,3598,14962,819,14143,6610,7533
38,54,12848,2306,10542,548,9994,6020,3974
38,55,13582,2002,11580,495,11085,6343,4742
38,56,19402,3466,15936,795,15141,8657,6484
38,57,11428,2864,8564,336,8228,5608,2620
38,58,20997,5304,15693,882,14811,8541,6270
38,59,6769,1501,5268,223,5045,3300,1745
38,60,15626,1878,13748,585,13163,5772,7391
39,1,4826,684,4142,251,3891,2096,1795
39,2,3623,573,3050,234,2816,1200,1616
39,3,4839,800,4039,311,3728,1885,1843
39,4,5300,774,4526,337,4189,2015,2174
39,5,2052,295,1757,108,1649,677,972
39,6,12382,1834,10548,800,9748,4559,5189
39,7,2082,290,1792,152,1640,880,760
39,8,5215,699,4516,375,4141,1909,2232
39,9,7701,1271,6430,455,5975,2931,3044
39,10,3946,524,3422,255,3167,1404,1763
39,11,4973,664,4309,330,3979,2054,1925
39,12,4837,753,4084,337,3747,1903,1844
39,13,13742,2215,11527,780,10747,5933,4814
39,14,2235,288,1947,170,1777,882,895
39,15,10488,2045,8443,514,7929,4102,3827
39,16,4319,672,3647,234,3413,1554,1859
39,17,3610,435,3175,193,2982,1457,1525
39,18,2437,363,2074,123,1951,967,984
39,19,10041,1928,8113,578,7535,3004,4531
39,20,2441,278,2163,143,2020,713,1307
39,21,3419,439,2980,259,2721,1189,1532
39,22,1768,281,1487,101,1386,578,808
39,23,6925,1164,5761,429,5332,2705,2627
39,24,4855,574,4281,330,3951,2022,1929
39,25,3622,596,3026,223,2803,1390,1413
39,26,13775,2547,11228,758,10470,5469,5001
39,27,1646,243,1403,109,1294,623,671
39,28,4199,648,3551,258,3293,1420,1873
39,29,4332,734,3598,217,3381,1681,1700
39,30,2657,409,2248,185,2063,1038,1025
39,31,2984,430,2554,168,2386,1165,1221
39,32,5137,662,4475,282,4193,1961,2232
39,33,11490,2367,9123,630,8493,4696,3797
39,34,10318,2275,8043,508,7535,4259,3276
40,1,7614,1080,6534,419,6115,3305,2810
40,2,5868,653,5215,322,4893,2982,1911
40,3,8805,1107,7698,413,7285,4200,3085
40,4,16898,2418,14480,833,13647,8129,5518
40,5,2937,338,2599,193,2406,1329,1077
40,6,3629,519,3110,196,2914,1456,1458
40,7,5985,828,5157,368,4789,2427,2362
40,8,7864,888,6976,401,6575,3946,2629
40,9,2580,348,2232,134,2098,1214,884
40,10,9207,1358,7849,492,7357,4409,2948
40,11,13004,2889,10115,657,9458,5216,4242
40,12,8982,1072,7910,465,7445,4594,2851
40,13,7372,1080,6292,329,5963,4064,1899
40,14,4488,498,3990,222,3768,2588,1180
40,15,20610,3580,17030,1062,15968,7722,8246
40,16,8822,1293,7529,465,7064,4160,2904
40,17,2772,446,2326,142,2184,1273,911
40,18,8437,1124,7313,419,6894,4215,2679
40,19,6206,884,5322,361,4961,2856,2105
40,20,4645,731,3914,216,3698,2318,1380
40,21,19483,2946,16537,929,15608,9765,5843
40,22,8023,1058,6965,441,6524,3628,2896
40,23,23708,3668,20040,1112,18928,10336,8592
40,24,1467,168,1299,95,1204,733,471
40,25,22176,3300,18876,1003,17873,9120,8753
40,26,4478,601,3877,283,3594,2215,1379
40,27,8277,1189,7088,499,6589,4323,2266
40,28,4688,645,4043,294,3749,2076,1673
40,29,22307,3745,18562,1025,17537,9361,8176
40,30,25387,4486,20901,1325,19576,10912,8664
41,1,11993,2323,9670,552,9118,4466,4652
41,2,10255,1739,8516,535,7981,4210,3771
41,3,13175,1996,11179,788,10391,5005,5386
41,4,14952,2297,12655,851,11804,5454,6350
41,5,2572,347,2225,167,2058,782,1276
41,6,11850,1733,10117,695,9422,4509,4913
41,7,8278,1333,6945,442,6503,2822,3681
41,8,4739,792,3947,218,3729,1584,2145
41,9,5484,938,4546,383,4163,2008,2155
41,10,8577,1299,7278,521,6757,3327,3430
41,11,4682,693,3989,290,3699,1458,2241
41,12,7260,1238,6022,437,5585,2472,3113
41,13,11995,1977,10018,640,9378,4185,5193
41,14,6587,1066,5521,371,5150,2316,2834
41,15,4669,755,3914,246,3668,1392,2276
41,16,4081,610,3471,265,3206,1243,1963
41,17,9582,1945,7637,510,7127,3255,3872
41,18,13486,2308,11178,797,10381,4875,5506
41,19,3772,618,3154,236,2918,1224,1694
41,20,10794,1968,8826,620,8206,3833,4373
41,21,4793,858,3935,332,3603,1711,1892
41,22,8046,1418,6628,477,6151,2689,3462
41,23,3019,421,2598,168,2430,1018,1412
41,24,9313,1582,7731,527,7204,3854,3350
41,25,10139,2299,7840,435,7405,3947,3458
41,26,5056,1677,3379,152,3227,2230,997
41,27,8159,1423,6736,451,6285,3511,2774
41,28,11146,1901,9245,623,8622,4257,4365
41,29,6758,1405,5353,339,5014,2371,2643
41,30,7907,1194,6713,441,6272,3174,3098
42,1,4331,713,3618,268,3350,1318,2032
42,2,9929,1597,8332,675,7657,4112,3545
42,3,5230,892,4338,329,4009,2045,1964
42,4,13151,3144,10007,723,9284,5685,3599
42,5,11453,1936,9517,693,8824,4168,4656
42,6,7780,1114,6666,404,6262,2508,3754
42,7,19289,3337,15952,1133,14819,6219,8600
42,8,21485,4116,17369,1219,16150,9307,6843
42,9,22079,3808,18271,1207,17064,8361,8703
42,10,6279,1085,5194,448,4746,2092,2654
42,11,3515,580,2935,202,2733,1503,1230
42,12,3382,552,2830,180,2650,1310,1340
42,13,11826,1924,9902,728,9174,4468,4706
42,14,12012,1815,10197,680,9517,4282,5235
42,15,18147,3263,14884,915,13969,7603,6366
42,16,20602,3699,16903,1000,15903,8496,7407
42,17,6370,966,5404,365,5039,2097,2942
42,18,13607,3096,10511,831,9680,5246,4434
42,19,12249,3048,9201,418,8783,5617,3166
42,20,18818,3897,14921,834,14087,8087,6000
42,21,15187,3042,12145,640,11505,6145,5360
42,22,21699,4075,17624,980,16644,8839,7805
42,23,27039,4447,22592,1361,21231,8967,12264
42,24,6540,802,5738,369,5369,2236,3133
42,25,3281,498,2783,201,2582,1102,1480
42,26,4678,827,3851,251,3600,1564,2036
42,27,10287,1455,8832,700,8132,3996,4136
42,28,21523,2894,18629,1066,17563,7434,10129
42,29,5726,868,4858,380,4478,2453,2025
42,30,3999,685,3314,266,3048,1341,1707
42,31,28722,4926,23796,1704,22092,10213,11879
42,32,9668,1524,8144,645,7499,3258,4241
42,33,16023,2726,13297,886,12411,6360,6051
42,34,25431,4228,21203,1474,19729,9945,9784
42,35,15123,3411,11712,639,11073,6243,4830
42,36,11818,2699,9119,440,8679,4617,4062
42,37,13142,2814,10328,528,9800,5493,4307
42,38,7143,1854,5289,240,5049,3193,1856
42,39,10087,2460,7627,411,7216,4482,2734
42,40,11082,2778,8304,561,7743,4117,3626
43,1,2527,440,2087,182,1905,868,1037
43,2,7252,1215,6037,392,5645,3721,1924
43,3,5752,863,4889,394,4495,1939,2556
43,4,1834,265,1569,113,1456,809,647
43,5,5781,905,4876,337,4539,2905,1634
43,6,2156,272,1884,169,1715,731,984
43,7,1989,351,1638,138,1500,702,798
43,8,3667,689,2978,264,2714,1115,1599
43,9,1639,275,1364,126,1238,537,701
43,10,6164,975,5189,394,4795,2630,2165
43,11,2173,347,1826,134,1692,901,791
43,12,3871,526,3345,294,3051,1489,1562
43,13,3690,501,3189,216,2973,1504,1469
43,14,10682,1515,9167,754,8413,4040,4373
43,15,5585,741,4844,397,4447,1562,2885
43,16,3506,642,2864,233,2631,1548,1083
43,17,971,214,757,66,691,306,385
43,18,2630,403,2227,160,2067,951,1116
43,19,7979,1138,6841,431,6410,3502,2908
43,20,8680,1506,7174,486,6688,3851,2837
43,21,2781,422,2359,192,2167,1197,970
43,22,11151,1714,9437,777,8660,4071,4589
43,23,5780,770,5010,367,4643,2790,1853
43,24,4211,494,3717,314,3403,1664,1739
43,25,3465,504,2961,230,2731,1043,1688
43,26,4534,586,3948,317,3631,1872,1759
43,27,7063,1279,5784,382,5402,2872,2530
43,28,4468,650,3818,330,3488,1731,1757
43,29,9415,1382,8033,726,7307,3479,3828
43,30,4144,682,3462,309,3153,1544,1609
43,31,8226,1343,6883,456,6427,3834,2593
43,32,5005,976,4029,230,3799,1981,1818
43,33,5434,992,4442,249,4193,2182,2011
43,34,5158,863,4295,301,3994,2389,1605
43,35,6665,1016,5649,521,5128,2228,2900
44,1,17324,2309,15015,895,14120,7191,6929
44,2,18230,2746,15484,935,14549,7675,6874
44,3,13754,2268,11486,747,10739,6043,4696
44,4,34036,5094,28942,1432,27510,17371,10139
44,5,9803,1384,8419,464,7955,3768,4187
44,6,31687,4140,27547,1404,26143,14394,11749
44,7,28896,3967,24929,1221,23708,13232,10476
44,8,11991,2177,9814,586,9228,4819,4409
44,9,17134,2284,14850,896,13954,6918,7036
44,10,10875,1738,9137,412,8725,3606,5119
44,11,6555,1085,5470,326,5144,2691,2453
44,12,6896,1028,5868,284,5584,3036,2548
44,13,27010,4316,22694,1116,21578,9916,11662
44,14,11507,1482,10025,637,9388,5144,4244
44,15,5879,876,5003,233,4770,2096,2674
44,16,8845,1301,7544,447,7097,3775,3322
44,17,18379,2520,15859,939,14920,7408,7512
44,18,10636,1609,9027,541,8486,3797,4689
44,19,5019,700,4319,245,4074,1878,2196
44,20,17371,3082,14289,507,13782,7641,6141
44,21,21277,4103,17174,695,16479,10089,6390
44,22,17984,3680,14304,536,13768,9251,4517
44,23,21787,3638,18149,652,17497,8231,9266
44,24,15862,3446,12416,491,11925,8510,3415
44,25,17223,3112,14111,547,13564,7517,6047
44,26,13004,2832,10172,448,9724,6567,3157
44,27,18484,2740,15744,1010,14734,7918,6816
44,28,11125,1699,9426,548,8878,4920,3958
44,29,13617,2097,11520,632,10888,6000,4888
44,30,21126,2850,18276,1091,17185,10541,6644
44,31,17786,2845,14941,963,13978,8822,5156
44,32,23062,3297,19765,1010,18755,8263,10492
44,33,5740,807,4933,309,4624,2325,2299
44,34,3254,515,2739,178,2561,1234,1327
44,35,27364,4082,23282,1400,21882,13616,8266
44,36,10676,1555,9121,556,8565,4932,3633
44,37,4015,544,3471,210,3261,1565,1696
44,38,4486,646,3840,243,3597,1363,2234
44,39,13975,3078,10897,596,10301,7281,3020
44,40,9171,1355,7816,444,7372,4325,3047
44,41,8623,1398,7225,470,6755,3097,3658
44,42,14847,2100,12747,780,11967,5667,6300
