Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,JOLY,LE PEN,SARKOZY,MÉLENCHON,POUTOU,ARTHAUD,CHEMINADE,BAYROU,DUPONT-AIGNAN,HOLLANDE
46,6,4276,481,3795,82,3713,137,543,747,581,47,25,11,268,55,1299
46,7,2180,285,1895,40,1855,34,281,447,307,32,17,2,156,34,545
46,8,6734,1099,5635,134,5501,144,687,1197,844,74,28,12,574,97,1844
46,9,7861,1103,6758,140,6618,193,688,1337,1077,77,33,18,635,108,2452
46,10,6432,937,5495,128,5367,125,758,1190,783,69,31,18,413,103,1877
46,11,5886,773,5113,90,5023,106,666,1176,666,79,33,20,500,126,1651
46,12,1808,207,1601,34,1567,43,192,449,179,26,4,4,158,35,477
46,13,5223,681,4542,87,4455,131,524,864,696,80,25,8,436,73,1618
46,14,4675,490,4185,67,4118,134,623,908,651,48,14,10,388,87,1255
46,15,2200,340,1860,64,1796,39,213,363,217,29,14,6,233,42,640
46,16,1414,193,1221,24,1197,38,156,271,155,20,6,4,130,19,398
46,17,2818,343,2475,67,2408,129,283,529,397,41,4,4,233,49,739
46,18,3339,396,2943,71,2872,91,325,530,487,60,9,9,266,63,1032
46,19,5395,685,4710,88,4622,155,543,1034,714,70,25,11,444,78,1548
46,20,4480,560,3920,77,3843,94,515,915,469,57,20,11,368,102,1292
46,21,2981,440,2541,39,2502,107,376,616,305,36,13,9,304,54,682
46,22,2102,272,1830,36,1794,34,249,379,325,35,16,6,142,31,577
46,23,7197,1163,6034,132,5902,134,1021,1325,773,91,34,19,546,121,1838
46,24,6217,814,5403,91,5312,107,649,1153,643,67,34,15,576,99,1969
46,25,2069,275,1794,35,1759,45,253,346,259,22,12,3,177,27,615
46,26,1880,223,1657,37,1620,79,240,344,303,24,8,2,141,31,448
46,27,2156,359,1797,34,1763,47,274,370,305,19,16,10,135,37,550
46,28,5985,820,5165,118,5047,72,704,1135,648,79,26,18,429,113,1823
46,29,3675,462,3213,78,3135,62,471,663,391,42,19,8,276,64,1139
46,30,1235,192,1043,30,1013,23,111,191,108,16,4,0,110,19,431
46,31,8776,1412,7364,113,7251,167,970,1430,1083,95,35,16,577,126,2752
47,1,8637,1618,7019,148,6871,162,1209,1747,783,98,28,11,607,107,2119
47,2,7348,1260,6088,122,5966,117,1315,1253,708,67,19,9,493,91,1894
47,3,6555,1028,5527,130,5397,107,1245,1382,567,72,25,12,469,90,1428
47,4,2011,263,1748,28,1720,44,379,416,199,35,17,8,168,43,411
47,5,2356,304,2052,32,2020,48,444,461,346,37,12,6,200,44,422
47,6,4500,612,3888,68,3820,75,865,956,414,72,22,10,384,70,952
47,7,5195,909,4286,82,4204,71,814,1096,589,53,29,8,338,69,1137
47,8,2691,388,2303,29,2274,48,526,543,265,26,18,6,242,50,550
47,9,2573,394,2179,42,2137,39,455,588,211,27,13,9,218,53,524
47,10,3924,601,3323,57,3266,48,824,843,355,38,22,13,235,58,830
47,11,3575,542,3033,84,2949,80,626,909,291,34,18,9,318,47,617
47,12,2302,337,1965,47,1918,59,405,579,213,28,14,7,211,33,369
47,13,8084,1374,6710,164,6546,114,1221,1446,771,116,26,18,461,140,2233
47,14,1328,189,1139,22,1117,30,204,253,186,21,11,3,70,21,318
47,15,9190,1168,8022,153,7869,142,1775,2062,847,84,29,13,789,166,1962
47,16,3364,413,2951,45,2906,69,660,678,381,39,11,4,272,57,735
47,17,6977,1082,5895,110,5785,91,1257,1479,627,81,35,15,536,105,1559
47,18,6590,1023,5567,132,5435,78,1268,1354,654,73,29,13,460,104,1402
47,19,11461,2258,9203,201,9002,122,1997,2418,908,111,48,15,810,164,2409
47,20,4762,630,4132,90,4042,67,913,950,564,54,15,8,302,59,1110
47,21,3825,472,3353,79,3274,62,720,795,463,63,15,7,312,59,778
47,22,3060,410,2650,62,2588,61,498,715,333,33,6,4,241,52,645
47,23,3148,488,2660,56,2604,62,564,731,353,50,13,5,230,43,553
47,24,4731,622,4109,89,4020,86,801,904,504,68,19,8,443,93,1094
47,25,7595,1224,6371,152,6219,122,1169,1638,802,61,30,15,596,101,1685
47,26,6074,934,5140,97,5043,106,1159,1316,575,76,30,17,484,87,1193
47,27,6495,1168,5327,106,5221,106,1213,1342,686,65,21,15,416,77,1280
47,28,3485,456,3029,52,2977,84,625,823,296,37,13,6,309,59,725
47,29,5820,804,5016,103,4913,76,1275,1202,549,68,24,11,424,88,1196
47,30,6116,1162,4954,71,4883,75,1121,1288,522,89,25,13,327,80,1343
47,31,4746,604,4142,92,4050,82,969,1045,489,68,30,8,379,78,902
47,32,10022,1906,8116,170,7946,123,1889,1864,952,112,41,16,642,129,2178
47,33,5074,794,4280,96,4184,72,864,916,526,64,22,14,323,65,1318
47,34,12058,2625,9433,172,9261,170,1799,2507,1055,96,36,19,771,154,2654
47,35,2887,414,2473,52,2421,67,508,587,246,28,14,5,283,48,635
47,36,10767,1794,8973,181,8792,252,1691,2290,995,112,38,13,829,163,2409
47,37,8975,1823,7152,129,7023,142,1386,1832,795,111,29,18,652,133,1925
47,38,10354,2063,8291,169,8122,121,1647,2106,953,119,40,22,695,150,2269
47,39,12420,2551,9869,226,9643,163,2035,2476,1082,110,43,31,746,167,2790
47,40,9851,1599,8252,148,8104,132,1745,1978,911,103,44,17,709,125,2340
48,1,1994,258,1736,27,1709,24,376,678,103,14,9,7,170,43,285
48,2,1188,165,1023,18,1005,91,115,165,255,16,5,1,55,13,289
48,3,1719,287,1432,24,1408,37,265,372,195,18,10,1,193,19,298
48,4,2560,335,2225,54,2171,45,427,685,211,31,3,7,234,37,491
48,5,2055,257,1798,44,1754,55,291,437,274,32,12,3,193,31,426
48,6,1313,222,1091,16,1075,12,209,344,71,19,10,0,156,23,231
48,7,3047,447,2600,56,2544,119,286,504,499,40,15,7,183,36,855
48,8,1242,188,1054,24,1030,9,287,386,50,7,12,4,140,13,122
48,9,1490,254,1236,21,1215,20,223,345,158,15,12,3,147,23,269
48,10,3663,668,2995,54,2941,53,546,844,328,36,20,6,294,48,766
48,11,2098,294,1804,48,1756,17,378,581,137,25,9,5,220,30,354
48,12,5628,826,4802,115,4687,111,986,1219,463,50,24,17,531,103,1183
48,13,839,94,745,13,732,13,128,229,57,14,4,2,95,13,177
48,14,6709,961,5748,109,5639,127,788,1557,578,65,20,12,730,103,1659
48,15,1227,174,1053,14,1039,40,146,293,151,12,8,3,95,14,277
48,16,1031,149,882,16,866,13,168,421,38,3,2,1,107,10,103
48,17,1267,201,1066,18,1048,57,105,138,270,26,5,3,94,14,336
48,18,1819,314,1505,35,1470,17,224,532,149,16,4,3,159,20,346
48,19,1845,272,1573,27,1546,38,329,545,111,15,9,2,216,19,262
48,20,4954,679,4275,81,4194,63,756,1257,413,52,22,11,470,81,1069
48,21,1177,171,1006,18,988,47,149,244,150,10,6,1,115,24,242
48,22,2624,374,2250,47,2203,121,330,342,611,44,7,4,139,27,578
48,23,2486,298,2188,46,2142,45,412,591,234,23,14,4,245,36,538
48,24,1540,230,1310,18,1292,29,252,330,207,16,5,2,168,12,271
48,25,4375,739,3636,84,3552,104,474,846,495,48,16,10,356,51,1152
49,1,20909,3919,16990,395,16595,427,2028,4406,1756,223,107,53,1917,315,5363
49,2,19799,3478,16321,328,15993,416,1897,4191,1739,210,94,44,1858,301,5243
49,3,19948,3623,16325,222,16103,630,1061,5853,1395,121,31,41,2188,224,4559
49,4,8368,1254,7114,157,6957,165,1231,2102,662,105,43,23,725,186,1715
49,5,13750,1983,11767,332,11435,258,1908,3030,1192,175,89,23,1344,314,3102
49,6,21071,3079,17992,510,17482,343,2342,5774,1312,273,159,35,3014,488,3742
49,7,5400,715,4685,134,4551,85,766,1722,307,49,39,10,627,123,823
49,8,9191,1315,7876,201,7675,224,966,2247,825,91,56,26,994,151,2095
49,9,11354,1444,9910,308,9602,238,1571,2902,858,142,94,33,1310,222,2232
49,10,8834,1239,7595,185,7410,139,1390,2441,684,99,53,16,772,148,1668
49,11,12139,1775,10364,276,10088,231,1247,3581,766,167,82,30,1588,284,2112
49,12,18877,2844,16033,422,15611,292,1847,4846,1232,238,128,48,2302,344,4334
49,13,10664,1785,8879,192,8687,157,1750,2795,658,149,65,16,961,207,1929
49,14,7481,1113,6368,162,6206,110,1214,2000,571,84,56,19,633,167,1352
49,15,5574,719,4855,100,4755,175,692,1414,499,84,27,12,577,103,1172
49,16,9269,1335,7934,200,7734,159,1126,2383,747,118,71,14,952,188,1976
49,17,9450,1559,7891,244,7647,120,1634,2401,672,93,80,12,782,173,1680
49,18,7328,926,6402,156,6246,120,1068,1796,615,78,56,15,855,143,1500
49,19,18486,2623,15863,416,15447,305,2406,4827,1147,297,116,34,2228,367,3720
49,20,9301,1619,7682,185,7497,108,1714,2172,574,132,50,15,656,162,1914
49,21,11674,1623,10051,315,9736,147,1666,3257,677,134,97,18,1479,291,1970
49,22,4400,673,3727,76,3651,49,749,1140,320,48,34,14,378,72,847
49,23,30173,4139,26034,543,25491,718,3009,7171,2563,334,187,78,3261,495,7675
49,24,7595,1101,6494,146,6348,126,908,2106,575,105,64,17,792,151,1504
49,25,13393,1543,11850,376,11474,261,1557,3815,958,172,110,38,1800,306,2457
49,26,12514,1479,11035,278,10757,341,1390,3049,1122,138,100,26,1372,228,2991
49,27,8539,1316,7223,166,7057,104,1616,2211,573,98,42,14,703,208,1488
49,28,7809,1390,6419,120,6299,112,1054,1946,606,91,46,25,644,135,1640
49,29,21566,4000,17566,378,17188,282,2790,5781,1396,201,103,51,1889,392,4303
49,30,12555,2071,10484,242,10242,236,1432,3201,903,155,78,25,1299,237,2676
49,31,8610,1108,7502,200,7302,152,1198,2005,868,105,67,19,792,170,1926
49,32,15281,1987,13294,325,12969,359,1935,4010,1344,198,109,27,1727,341,2919
49,33,11239,1452,9787,193,9594,231,1359,2795,997,134,65,25,1223,233,2532
49,34,11216,1741,9475,225,9250,166,1346,3320,725,175,86,25,1359,282,1766
49,35,18213,3246,14967,311,14656,304,1519,4414,1240,189,111,37,2063,280,4499
49,36,21216,3534,17682,351,17331,432,2201,3870,2043,251,160,51,1904,336,6083
49,37,14617,3033,11584,231,11353,334,1304,2735,1354,131,63,20,1282,195,3935
49,38,22430,3804,18626,344,18282,590,1821,4502,2106,230,123,42,2259,288,6321
49,39,18038,2535,15503,318,15185,443,1633,4134,1519,205,99,42,2018,277,4815
49,40,19691,3561,16130,374,15756,301,1703,4583,1398,201,131,35,2079,331,4994
49,41,15052,2703,12349,218,12131,347,1204,3492,1103,115,55,34,1590,229,3962
50,1,14972,2523,12449,294,12155,267,1560,3604,1179,152,80,20,1648,295,3350
50,2,2329,369,1960,52,1908,31,370,626,110,33,20,9,294,46,369
50,3,6359,1036,5323,74,5249,70,877,1749,520,71,40,19,560,103,1240
50,4,9104,1140,7964,126,7838,156,1245,1819,963,111,56,33,824,194,2437
50,5,4669,727,3942,93,3849,61,633,1268,329,51,33,13,621,97,743
50,6,9243,1446,7797,181,7616,182,1297,2297,694,97,50,31,930,170,1868
50,7,8606,1498,7108,109,6999,99,1273,1818,772,98,57,14,781,181,1906
50,8,5227,699,4528,96,4432,81,747,1253,403,72,38,11,560,113,1154
50,9,9098,1711,7387,132,7255,99,1315,2142,687,115,51,16,702,164,1964
50,10,4071,645,3426,60,3366,74,725,996,317,47,30,14,392,82,689
50,11,7469,1632,5837,78,5759,148,623,1695,739,65,27,18,586,116,1742
50,12,8404,1463,6941,130,6811,170,937,1763,748,96,42,20,840,149,2046
50,13,5657,841,4816,115,4701,93,835,1382,478,93,38,10,652,104,1016
50,14,4115,638,3477,67,3410,81,752,1110,277,48,17,9,440,91,585
50,15,19415,3599,15816,276,15540,380,1899,4809,1579,171,71,35,1749,305,4542
50,16,6333,1061,5272,109,5163,67,958,1597,428,69,32,12,532,129,1339
50,17,5431,796,4635,94,4541,105,873,1330,383,72,20,7,593,106,1052
50,18,2360,259,2101,72,2029,29,375,686,152,25,21,12,263,66,400
50,19,1850,338,1512,48,1464,18,285,515,84,36,17,3,245,45,216
50,20,7836,1353,6483,107,6376,83,1402,1983,493,71,48,13,536,157,1590
50,21,5602,866,4736,94,4642,76,804,1341,414,67,31,13,595,111,1190
50,22,5200,891,4309,61,4248,51,838,1192,409,53,39,15,406,94,1151
50,23,7126,1086,6040,110,5930,149,1040,1724,619,78,30,13,695,130,1452
50,24,4588,708,3880,91,3789,58,621,1212,280,47,39,11,580,117,824
50,25,12503,2467,10036,189,9847,150,1499,2072,1280,148,99,32,939,206,3422
50,26,3834,620,3214,86,3128,61,576,1156,185,44,27,4,417,73,585
50,27,4590,834,3756,73,3683,54,758,1120,330,45,35,18,407,81,835
50,28,10077,1656,8421,140,8281,168,1494,2087,1059,113,65,28,793,166,2308
50,29,5012,805,4207,104,4103,58,800,1421,344,40,29,19,389,85,918
50,30,7503,1475,6028,106,5922,97,1260,2214,389,40,44,17,461,147,1253
50,31,5853,924,4929,89,4840,94,871,1425,395,86,38,11,532,112,1276
50,32,8871,1305,7566,203,7363,74,1190,2764,507,108,68,28,995,214,1415
50,33,5216,804,4412,106,4306,80,732,1458,337,64,38,11,570,117,899
50,34,4995,829,4166,62,4104,62,886,1174,327,44,24,9,410,114,1054
50,35,10099,2079,8020,135,7885,219,900,1873,830,110,54,16,865,149,2869
50,36,8702,1259,7443,138,7305,203,1132,2477,659,73,35,25,797,124,1780
50,37,6038,937,5101,85,5016,63,1058,1607,345,74,42,12,497,134,1184
50,38,6844,1084,5760,98,5662,107,1044,1694,555,64,39,13,463,113,1570
50,39,2203,364,1839,46,1793,32,348,663,138,24,20,5,236,57,270
50,40,4492,672,3820,66,3754,64,725,1068,327,59,24,10,493,88,896
50,41,5242,860,4382,74,4308,61,881,1213,410,63,41,17,439,105,1078
50,42,6228,890,5338,93,5245,126,833,1727,451,63,29,18,661,121,1216
50,43,3618,599,3019,90,2929,36,516,1030,236,48,31,13,345,66,608
50,44,2327,401,1926,50,1876,37,390,771,92,19,5,3,238,46,275
50,45,4536,683,3853,95,3758,76,726,1172,307,76,28,11,505,80,777
50,46,9709,1303,8406,176,8230,87,1609,2410,739,117,62,14,928,205,2059
50,47,10640,1758,8882,143,8739,134,1370,2440,908,134,55,28,1000,197,2473
50,48,6309,1131,5178,114,5064,67,908,1693,428,57,51,12,654,114,1080
50,49,7221,1766,5455,81,5374,95,724,1198,732,82,30,24,452,90,1947
50,50,18520,3371,15149,275,14874,211,2118,2876,2079,196,111,49,1334,310,5590
50,51,19514,3688,15826,245,15581,249,2409,3208,1995,219,110,44,1369,301,5677
50,52,9956,1746,8210,121,8089,208,886,2312,726,83,45,20,1059,156,2594
51,1,5036,742,4294,65,4229,40,1252,1241,369,40,27,11,367,98,784
51,2,7576,1164,6412,103,6309,69,1630,2150,428,74,60,12,569,161,1156
51,3,13449,2393,11056,191,10865,179,2428,3248,1042,162,73,26,1016,216,2475
51,4,7317,1106,6211,104,6107,72,1474,2056,400,76,39,26,600,152,1212
51,5,17445,2917,14528,235,14293,173,3300,4367,1078,189,79,39,1519,319,3230
51,6,7962,1827,6135,101,6034,133,967,1997,544,74,25,12,677,122,1483
51,7,3411,616,2795,55,2740,35,612,1187,151,22,19,4,245,44,421
51,8,2570,405,2165,22,2143,24,505,804,118,28,16,7,237,56,348
51,9,7235,1348,5887,97,5790,79,1545,1966,446,76,35,12,495,146,990
51,10,5669,882,4787,110,4677,57,1204,1550,311,55,26,10,483,125,856
51,11,8578,2258,6320,127,6193,109,1100,1999,535,59,45,10,666,125,1545
51,12,4312,726,3586,61,3525,41,955,1201,286,42,23,9,293,88,587
51,13,4145,732,3413,62,3351,28,904,1104,237,44,30,10,340,84,570
51,14,11229,2039,9190,147,9043,154,2061,2770,632,102,64,29,921,189,2121
51,15,2963,484,2479,43,2436,27,717,792,155,17,18,7,257,52,394
51,16,7371,953,6418,112,6306,86,1407,2066,442,46,36,18,768,160,1277
51,17,5587,1198,4389,79,4310,50,1258,1463,287,54,36,10,357,126,669
51,18,3349,573,2776,50,2726,37,676,937,188,36,23,12,253,73,491
51,19,18754,4021,14733,205,14528,284,2150,4888,1271,167,61,29,1552,261,3865
51,20,13882,3545,10337,137,10200,198,1637,3083,976,112,74,29,983,156,2952
51,21,9242,2224,7018,99,6919,175,1078,1895,683,79,41,19,750,103,2096
51,22,10479,2693,7786,122,7664,115,1714,1871,801,101,52,23,608,146,2233
51,23,6334,1186,5148,117,5031,58,1283,1601,327,55,22,14,552,109,1010
51,24,3633,563,3070,58,3012,29,989,863,182,31,19,6,234,88,571
51,25,7720,1776,5944,93,5851,57,1469,1863,436,73,38,12,557,111,1235
51,26,1856,299,1557,22,1535,15,438,589,69,13,9,3,157,25,217
51,27,9107,1785,7322,143,7179,72,2168,2418,387,72,41,18,612,159,1232
51,28,8864,1775,7089,119,6970,82,2331,1856,455,90,71,14,489,157,1425
51,29,5321,874,4447,91,4356,45,1152,1524,283,35,43,11,453,113,697
51,30,11001,1749,9252,146,9106,157,1780,3441,571,94,46,18,963,191,1845
51,31,10274,1539,8735,160,8575,120,1565,3355,548,76,36,21,947,178,1729
51,32,1901,377,1524,28,1496,10,432,519,62,10,12,7,169,41,234
51,33,8905,1698,7207,123,7084,63,2041,1906,467,93,65,17,521,140,1771
51,34,9049,1968,7081,120,6961,67,1815,2021,475,79,47,9,548,123,1777
51,35,11012,2525,8487,166,8321,123,1975,2351,742,98,50,25,821,186,1950
51,36,11167,2602,8565,139,8426,145,1744,1782,1085,108,39,31,725,149,2618
51,37,14195,3282,10913,218,10695,124,2499,2770,1127,141,81,16,940,222,2775
51,38,10618,3306,7312,92,7220,146,1361,1582,809,77,55,17,608,88,2477
51,39,14044,3304,10740,146,10594,230,1766,3478,872,140,71,20,1042,189,2786
51,40,12471,2776,9695,149,9546,144,2010,2276,898,141,66,17,862,153,2979
51,41,9438,2051,7387,109,7278,108,1511,1840,792,100,57,15,597,113,2145
51,42,13183,3549,9634,149,9485,167,2193,1630,1268,123,66,20,753,165,3100
51,43,10996,2757,8239,118,8121,127,1746,2077,866,105,48,20,764,150,2218
51,44,13353,3452,9901,144,9757,228,1798,2330,1191,125,65,17,940,177,2886
52,1,2704,455,2249,41,2208,30,540,674,168,34,23,8,176,72,483
52,2,2194,336,1858,20,1838,22,403,619,156,20,15,4,144,53,402
52,3,1465,250,1215,22,1193,30,250,434,95,12,10,1,89,33,239
52,4,3338,697,2641,65,2576,36,587,897,210,30,16,6,211,58,525
52,5,2831,449,2382,47,2335,18,585,733,174,32,16,6,206,37,528
52,6,3266,554,2712,45,2667,37,735,821,258,48,13,7,203,74,471
52,7,9437,1996,7441,126,7315,155,1257,2158,759,101,62,17,658,177,1971
52,8,4957,825,4132,72,4060,33,1432,988,298,61,37,9,244,76,882
52,9,1632,297,1335,29,1306,16,333,399,105,19,7,9,125,32,261
52,10,3178,574,2604,63,2541,31,800,638,181,40,24,8,161,74,584
52,11,1993,350,1643,24,1619,25,540,467,116,18,12,12,90,88,251
52,12,3517,520,2997,46,2951,37,664,851,244,43,27,4,256,74,751
52,13,5352,1148,4204,85,4119,44,1187,985,356,60,34,9,300,106,1038
52,14,2479,421,2058,60,1998,21,547,717,153,25,13,5,159,61,297
52,15,1190,194,996,13,983,17,234,253,99,19,10,3,71,24,253
52,16,9709,1948,7761,169,7592,137,1563,2059,690,81,41,18,743,180,2080
52,17,5390,813,4577,103,4474,77,988,1170,423,71,24,11,393,126,1191
52,18,4253,683,3570,72,3498,44,1006,1125,269,50,24,9,260,103,608
52,19,2390,498,1892,40,1852,20,467,568,135,34,21,2,177,55,373
52,20,3757,676,3081,54,3027,42,749,831,239,43,22,5,309,70,717
52,21,6915,1193,5722,121,5601,69,1425,1526,506,70,56,9,444,121,1375
52,22,1609,309,1300,26,1274,14,399,391,82,22,9,4,115,43,195
52,23,3030,501,2529,60,2469,50,552,749,218,41,26,7,288,63,475
52,24,2046,353,1693,42,1651,13,508,497,105,15,19,6,97,46,345
52,25,8462,2193,6269,113,6156,75,1483,1875,529,63,38,9,445,134,1505
52,26,2225,367,1858,52,1806,23,470,496,164,18,21,2,160,38,414
52,27,4295,618,3677,72,3605,57,871,960,285,51,30,9,274,69,999
52,28,5859,1116,4743,101,4642,50,1423,1148,445,62,54,14,304,93,1049
52,29,12321,2994,9327,201,9126,165,1804,2375,944,134,75,19,768,211,2631
52,30,4466,1118,3348,78,3270,38,790,853,361,26,22,8,221,53,898
52,31,8096,1578,6518,116,6402,48,2066,1681,590,68,52,17,462,136,1282
52,32,4573,1321,3252,53,3199,32,966,666,363,44,7,8,159,57,897
53,1,3950,616,3334,79,3255,58,440,1031,274,53,37,14,450,73,825
53,2,13246,1605,11641,281,11360,215,1535,2932,1015,145,69,29,1738,228,3454
53,3,3864,623,3241,90,3151,74,552,1059,276,51,26,10,444,74,585
53,4,4284,635,3649,86,3563,76,658,1183,287,52,39,10,484,74,700
53,5,7098,1018,6080,157,5923,143,926,1833,535,93,53,16,804,126,1394
53,6,9095,1392,7703,185,7518,143,868,2693,541,105,45,17,1261,155,1690
53,7,6678,910,5768,140,5628,100,799,2166,411,79,30,8,785,145,1105
53,8,3178,539,2639,47,2592,44,536,982,170,21,12,2,325,73,427
53,9,7651,1294,6357,141,6216,137,788,2166,434,82,43,18,958,153,1437
53,10,8035,1182,6853,196,6657,122,1041,2325,394,85,58,16,945,150,1521
53,11,9712,1724,7988,216,7772,111,1479,2231,638,94,82,19,949,163,2006
53,12,5328,897,4431,111,4320,62,665,1630,266,78,33,8,630,91,857
53,13,4927,785,4142,101,4041,96,768,1220,372,53,43,11,474,97,907
53,14,2828,430,2398,67,2331,40,458,841,162,43,18,5,330,58,376
53,15,5095,831,4264,147,4117,65,635,1600,233,46,38,15,608,120,757
53,16,2633,382,2251,52,2199,39,365,823,150,26,9,8,306,41,432
53,17,11252,1651,9601,220,9381,268,947,2732,823,93,47,13,1425,154,2879
53,18,8056,1418,6638,127,6511,200,717,1730,621,78,40,6,837,128,2154
53,19,11874,1609,10265,287,9978,247,1788,2820,898,167,89,31,1253,229,2456
53,20,11934,1772,10162,282,9880,218,1512,2595,912,133,80,22,1310,237,2861
53,21,10321,1705,8616,246,8370,181,1148,2267,783,111,85,28,1059,187,2521
53,22,5971,887,5084,114,4970,84,916,1741,350,55,29,11,710,114,960
53,23,4046,553,3493,88,3405,60,654,1049,290,24,24,10,432,59,803
53,24,4296,761,3535,98,3437,80,667,1001,320,53,36,9,442,80,749
53,25,5956,976,4980,116,4864,71,759,1599,343,70,39,8,661,104,1210
53,26,3312,548,2764,67,2697,58,597,848,229,29,17,0,354,46,519
53,27,5106,881,4225,112,4113,75,729,1248,306,69,39,10,532,97,1008
53,28,8011,1421,6590,153,6437,222,648,1975,632,61,36,10,862,104,1887
53,29,8643,1616,7027,172,6855,167,781,1663,691,70,39,15,876,119,2434
53,30,4406,1055,3351,74,3277,51,477,727,334,47,28,7,302,52,1252
53,31,7857,1245,6612,183,6429,129,756,2121,495,90,56,16,1011,121,1634
53,32,12850,1560,11290,266,11024,228,1321,3114,951,136,96,26,1561,245,3346
54,1,1169,161,1008,28,980,15,259,328,46,8,10,3,110,26,175
54,2,15280,3290,11990,179,11811,130,2934,2000,2235,214,83,30,683,198,3304
54,3,7991,1450,6541,123,6418,87,2035,1669,487,102,53,13,517,153,1302
54,4,2517,415,2102,60,2042,34,562,504,216,43,21,7,155,59,441
54,5,10218,1735,8483,146,8337,131,2042,1785,1057,152,58,21,743,185,2163
54,6,4426,689,3737,72,3665,58,981,1084,287,55,31,20,383,110,656
54,7,12105,2684,9421,165,9256,121,2051,1719,1675,125,75,22,614,147,2707
54,8,2873,430,2443,36,2407,41,736,587,275,39,23,8,191,47,460
54,9,2566,572,1994,32,1962,26,552,516,162,24,16,5,138,70,453
54,10,5795,821,4974,88,4886,79,1433,1189,415,68,48,19,399,97,1139
54,11,14837,2907,11930,188,11742,131,2474,2286,2116,181,90,20,869,198,3377
54,12,10477,1677,8800,114,8686,147,2045,2401,820,99,55,22,807,166,2124
54,13,5011,641,4370,72,4298,40,1167,1111,369,44,36,15,373,112,1031
54,14,6758,914,5844,111,5733,93,1443,1537,481,68,41,13,533,145,1379
54,15,10524,2238,8286,133,8153,107,2043,2218,933,119,60,14,632,154,1873
54,16,8268,2394,5874,91,5783,95,994,1202,966,67,40,9,364,82,1964
54,17,9550,1867,7683,130,7553,116,1822,1881,707,128,76,19,689,171,1944
54,18,15798,3477,12321,202,12119,158,3106,3094,1142,156,83,43,944,254,3139
54,19,12425,3195,9230,112,9118,295,1130,2359,1143,96,31,27,847,164,3026
54,20,12148,3170,8978,122,8856,327,910,2195,1238,111,37,32,842,127,3037
54,21,17422,3829,13593,166,13427,375,1167,4558,1343,132,49,51,1634,228,3890
54,22,12395,2871,9524,150,9374,329,1094,2424,1167,115,62,38,1026,168,2951
54,23,7679,1127,6552,98,6454,117,1735,1524,641,82,52,21,584,158,1540
54,24,14050,3219,10831,179,10652,174,2679,2645,1059,127,85,41,875,212,2755
54,25,20392,3963,16429,248,16181,267,4031,3955,1615,228,122,41,1411,304,4207
54,26,3362,501,2861,49,2812,45,790,775,249,31,23,9,233,57,600
54,27,18905,3731,15174,264,14910,216,3705,4013,1433,186,107,47,1209,265,3729
54,28,10276,1854,8422,131,8291,162,2084,2298,719,103,47,18,754,176,1930
54,29,7374,1020,6354,114,6240,139,1482,1703,542,98,38,20,644,152,1422
54,30,11913,2756,9157,141,9016,126,1789,1570,2043,125,65,20,464,130,2684
54,31,12091,2357,9734,139,9595,106,2047,1240,2123,148,70,20,441,155,3245
54,32,13841,3025,10816,170,10646,144,2171,2372,1662,134,61,16,792,190,3104
54,33,14474,2600,11874,207,11667,196,2652,2505,1278,187,96,27,975,222,3529
54,34,19672,4012,15660,228,15432,260,3609,3089,1804,189,130,48,1168,292,4843
54,35,13931,3164,10767,152,10615,207,1754,3030,1085,101,56,26,1090,206,3060
54,36,7326,1675,5651,74,5577,118,1015,1075,645,58,31,16,391,70,2158
54,37,11074,2343,8731,110,8621,115,1671,1571,2074,129,52,18,518,128,2345
54,38,17768,3398,14370,230,14140,264,2367,3719,1318,137,65,37,1656,272,4305
54,39,20290,4196,16094,244,15850,474,1963,4464,1560,161,56,50,1887,248,4987
54,40,17533,3248,14285,258,14027,198,3211,3324,1453,163,97,29,1217,310,4025
54,41,15203,3114,12089,201,11888,144,3289,2633,1276,141,82,34,960,237,3092
54,42,16453,2769,13684,193,13491,307,2550,3451,1493,151,77,45,1298,270,3849
54,43,13296,2250,11046,189,10857,206,2063,3092,1022,110,69,33,1128,232,2902
54,44,8050,1612,6438,103,6335,138,901,1720,668,53,23,25,683,100,2024
55,1,7662,1174,6488,120,6368,88,2096,1535,482,102,45,23,493,141,1363
55,2,8169,1690,6479,105,6374,126,1345,1442,659,96,40,20,664,119,1863
55,3,6596,1126,5470,112,5358,72,1397,1513,437,78,33,10,518,111,1189
55,4,3306,549,2757,44,2713,48,701,787,208,33,32,2,253,55,594
55,5,9292,1704,7588,124,7464,95,1751,1825,795,120,46,26,630,126,2050
55,6,1996,316,1680,33,1647,17,432,505,92,28,10,4,162,38,359
55,7,2502,386,2116,33,2083,34,574,559,173,25,13,4,161,43,497
55,8,5297,931,4366,69,4297,61,1185,1273,393,56,33,8,325,90,873
55,9,3924,630,3294,65,3229,79,841,886,326,59,22,10,314,58,634
55,10,3687,620,3067,57,3010,36,872,814,251,46,20,10,259,54,648
55,11,8190,1504,6686,142,6544,100,1745,1501,542,114,48,21,598,130,1745
55,12,1765,258,1507,29,1478,22,380,541,86,17,15,6,126,35,250
55,13,2151,405,1746,48,1698,37,487,510,121,21,14,14,163,32,299
55,14,4319,939,3380,45,3335,37,911,867,295,47,28,14,320,67,749
